% Pose logfile
% 1 	Time (sec)
% 2,3 	X, Y position (m)
% 4 	Heading in radians (m)
% 5 	Tilt angle, if calculated (rad)
1770121895.3448 0.485 -0.003 -0.0069 -2.5507
1770121895.3503 0.487 -0.003 -0.0069 -2.5507
1770121895.3546 0.488 -0.003 -0.0081 -2.5507
1770121895.3601 0.489 -0.003 -0.0081 -2.5507
1770121895.3644 0.490 -0.003 -0.0081 -2.5507
1770121895.3699 0.492 -0.003 -0.0081 -2.5507
1770121895.3754 0.493 -0.003 -0.0081 -2.5508
1770121895.3797 0.494 -0.003 -0.0069 -2.5508
1770121895.3851 0.495 -0.003 -0.0069 -2.5508
1770121895.3895 0.497 -0.003 -0.0081 -2.5507
1770121895.3949 0.498 -0.003 -0.0081 -2.5508
1770121895.4004 0.499 -0.003 -0.0081 -2.5507
1770121895.4047 0.500 -0.003 -0.0081 -2.5507
1770121895.4102 0.502 -0.003 -0.0081 -2.5508
1770121895.4145 0.503 -0.003 -0.0081 -2.5508
1770121895.4200 0.504 -0.003 -0.0069 -2.5507
1770121895.4244 0.505 -0.003 -0.0081 -2.5507
1770121895.4297 0.507 -0.003 -0.0081 -2.5507
1770121895.4352 0.508 -0.003 -0.0081 -2.5507
1770121895.4396 0.509 -0.003 -0.0081 -2.5507
1770121895.4452 0.510 -0.003 -0.0081 -2.5508
1770121895.4499 0.512 -0.003 -0.0081 -2.5507
1770121895.4554 0.513 -0.003 -0.0069 -2.5508
1770121895.4599 0.514 -0.003 -0.0081 -2.5508
1770121895.4654 0.515 -0.003 -0.0081 -2.5508
1770121895.4701 0.517 -0.003 -0.0069 -2.5508
1770121895.4755 0.518 -0.003 -0.0069 -2.5507
1770121895.4801 0.519 -0.003 -0.0058 -2.5506
1770121895.4854 0.520 -0.003 -0.0058 -2.5504
1770121895.4898 0.521 -0.003 -0.0046 -2.5505
1770121895.4955 0.521 -0.003 -0.0035 -2.5507
1770121895.4999 0.522 -0.003 -0.0023 -2.5508
1770121895.5055 0.523 -0.003 -0.0000 -2.5505
1770121895.5098 0.524 -0.003 0.0012 -2.5504
1770121895.5152 0.525 -0.003 0.0046 -2.5500
1770121895.5198 0.525 -0.003 0.0058 -2.5504
1770121895.5251 0.526 -0.003 0.0093 -2.5506
1770121895.5307 0.526 -0.003 0.0104 -2.5507
1770121895.5362 0.527 -0.003 0.0139 -2.5505
1770121895.5410 0.527 -0.003 0.0173 -2.5504
1770121895.5454 0.527 -0.003 0.0208 -2.5502
1770121895.5508 0.528 -0.003 0.0231 -2.5504
1770121895.5553 0.528 -0.003 0.0266 -2.5505
1770121895.5607 0.529 -0.003 0.0301 -2.5503
1770121895.5652 0.529 -0.003 0.0347 -2.5501
1770121895.5707 0.529 -0.003 0.0370 -2.5502
1770121895.5762 0.530 -0.003 0.0416 -2.5503
1770121895.5806 0.530 -0.003 0.0439 -2.5502
1770121895.5860 0.530 -0.003 0.0474 -2.5500
1770121895.5906 0.531 -0.003 0.0509 -2.5501
1770121895.5959 0.531 -0.003 0.0544 -2.5502
1770121895.6006 0.531 -0.003 0.0567 -2.5502
1770121895.6060 0.532 -0.003 0.0613 -2.5501
1770121895.6105 0.532 -0.003 0.0636 -2.5501
1770121895.6161 0.532 -0.003 0.0671 -2.5502
1770121895.6205 0.533 -0.003 0.0705 -2.5502
1770121895.6260 0.533 -0.003 0.0740 -2.5501
1770121895.6305 0.534 -0.003 0.0752 -2.5501
1770121895.6360 0.534 -0.003 0.0798 -2.5502
1770121895.6406 0.535 -0.003 0.0810 -2.5503
1770121895.6460 0.535 -0.003 0.0844 -2.5502
1770121895.6508 0.536 -0.002 0.0856 -2.5503
1770121895.6552 0.536 -0.002 0.0879 -2.5502
1770121895.6607 0.537 -0.002 0.0890 -2.5502
1770121895.6661 0.538 -0.002 0.0902 -2.5501
1770121895.6706 0.538 -0.002 0.0914 -2.5502
1770121895.6760 0.539 -0.002 0.0937 -2.5502
1770121895.6804 0.539 -0.002 0.0948 -2.5503
1770121895.6859 0.540 -0.002 0.0971 -2.5502
1770121895.6903 0.540 -0.002 0.0983 -2.5502
1770121895.6958 0.541 -0.002 0.1018 -2.5503
1770121895.7002 0.541 -0.002 0.1041 -2.5502
1770121895.7056 0.542 -0.002 0.1052 -2.5503
1770121895.7111 0.542 -0.002 0.1076 -2.5502
1770121895.7153 0.543 -0.002 0.1099 -2.5503
1770121895.7209 0.543 -0.002 0.1122 -2.5501
1770121895.7252 0.544 -0.002 0.1145 -2.5502
1770121895.7307 0.545 -0.002 0.1168 -2.5502
1770121895.7361 0.545 -0.002 0.1191 -2.5503
1770121895.7405 0.545 -0.001 0.1203 -2.5503
1770121895.7460 0.546 -0.001 0.1237 -2.5501
1770121895.7504 0.547 -0.001 0.1249 -2.5501
1770121895.7558 0.547 -0.001 0.1295 -2.5500
1770121895.7602 0.547 -0.001 0.1318 -2.5501
1770121895.7655 0.548 -0.001 0.1342 -2.5503
1770121895.7711 0.548 -0.001 0.1376 -2.5504
1770121895.7755 0.549 -0.001 0.1411 -2.5502
1770121895.7809 0.549 -0.001 0.1434 -2.5501
1770121895.7853 0.550 -0.001 0.1469 -2.5501
1770121895.7907 0.550 -0.001 0.1480 -2.5503
1770121895.7962 0.551 -0.001 0.1515 -2.5503
1770121895.8006 0.551 -0.001 0.1515 -2.5503
1770121895.8060 0.552 -0.001 0.1550 -2.5502
1770121895.8104 0.552 -0.001 0.1573 -2.5503
1770121895.8158 0.553 -0.000 0.1608 -2.5502
1770121895.8213 0.553 -0.000 0.1619 -2.5500
1770121895.8256 0.554 -0.000 0.1642 -2.5502
1770121895.8312 0.554 -0.000 0.1654 -2.5502
1770121895.8354 0.555 -0.000 0.1688 -2.5502
1770121895.8410 0.555 -0.000 0.1712 -2.5500
1770121895.8453 0.556 0.000 0.1746 -2.5502
1770121895.8509 0.556 0.000 0.1769 -2.5501
1770121895.8554 0.557 0.000 0.1804 -2.5502
1770121895.8608 0.557 0.000 0.1827 -2.5502
1770121895.8653 0.557 0.000 0.1874 -2.5498
1770121895.8708 0.558 0.000 0.1897 -2.5501
1770121895.8761 0.558 0.000 0.1943 -2.5501
1770121895.8806 0.558 0.001 0.1966 -2.5503
1770121895.8859 0.559 0.001 0.2012 -2.5500
1770121895.8904 0.559 0.001 0.2035 -2.5499
1770121895.8958 0.560 0.001 0.2070 -2.5500
1770121895.9013 0.560 0.001 0.2105 -2.5500
1770121895.9056 0.560 0.001 0.2128 -2.5501
1770121895.9110 0.561 0.001 0.2140 -2.5500
1770121895.9154 0.561 0.001 0.2174 -2.5503
1770121895.9209 0.562 0.001 0.2186 -2.5501
1770121895.9253 0.563 0.001 0.2209 -2.5497
1770121895.9307 0.563 0.002 0.2220 -2.5496
1770121895.9362 0.564 0.002 0.2244 -2.5499
1770121895.9406 0.564 0.002 0.2255 -2.5500
1770121895.9460 0.565 0.002 0.2267 -2.5498
1770121895.9505 0.565 0.002 0.2290 -2.5499
1770121895.9558 0.566 0.002 0.2301 -2.5497
1770121895.9614 0.566 0.002 0.2336 -2.5497
1770121895.9657 0.567 0.002 0.2348 -2.5497
1770121895.9711 0.568 0.003 0.2371 -2.5498
1770121895.9756 0.568 0.003 0.2394 -2.5499
1770121895.9809 0.568 0.003 0.2405 -2.5498
1770121895.9854 0.569 0.003 0.2440 -2.5498
1770121895.9908 0.569 0.003 0.2463 -2.5495
1770121895.9963 0.570 0.003 0.2498 -2.5498
1770121896.0007 0.570 0.003 0.2510 -2.5499
1770121896.0060 0.571 0.003 0.2521 -2.5499
1770121896.0105 0.572 0.004 0.2544 -2.5499
1770121896.0159 0.572 0.004 0.2567 -2.5497
1770121896.0204 0.572 0.004 0.2602 -2.5498
1770121896.0258 0.573 0.004 0.2637 -2.5497
1770121896.0312 0.573 0.004 0.2648 -2.5499
1770121896.0356 0.574 0.004 0.2695 -2.5499
1770121896.0410 0.574 0.004 0.2718 -2.5499
1770121896.0454 0.575 0.004 0.2764 -2.5499
1770121896.0505 0.575 0.005 0.2776 -2.5498
1770121896.0560 0.576 0.005 0.2810 -2.5499
1770121896.0604 0.576 0.005 0.2833 -2.5499
1770121896.0658 0.577 0.005 0.2857 -2.5500
1770121896.0703 0.577 0.005 0.2880 -2.5500
1770121896.0757 0.577 0.005 0.2914 -2.5500
1770121896.0812 0.578 0.005 0.2926 -2.5500
1770121896.0855 0.578 0.006 0.2949 -2.5500
1770121896.0909 0.579 0.006 0.2972 -2.5500
1770121896.0955 0.579 0.006 0.2995 -2.5500
1770121896.1008 0.580 0.006 0.3018 -2.5501
1770121896.1063 0.580 0.006 0.3042 -2.5500
1770121896.1106 0.581 0.006 0.3053 -2.5501
1770121896.1161 0.581 0.006 0.3099 -2.5499
1770121896.1205 0.582 0.007 0.3123 -2.5499
1770121896.1259 0.582 0.007 0.3169 -2.5501
1770121896.1314 0.582 0.007 0.3180 -2.5500
1770121896.1357 0.583 0.007 0.3215 -2.5499
1770121896.1412 0.583 0.007 0.3250 -2.5496
1770121896.1456 0.584 0.007 0.3284 -2.5499
1770121896.1510 0.584 0.007 0.3319 -2.5501
1770121896.1564 0.584 0.008 0.3342 -2.5501
1770121896.1608 0.585 0.008 0.3365 -2.5498
1770121896.1662 0.586 0.008 0.3377 -2.5498
1770121896.1706 0.586 0.008 0.3400 -2.5502
1770121896.1761 0.586 0.008 0.3435 -2.5501
1770121896.1815 0.587 0.008 0.3446 -2.5497
1770121896.1858 0.587 0.009 0.3481 -2.5496
1770121896.1914 0.588 0.009 0.3493 -2.5499
1770121896.1958 0.589 0.009 0.3516 -2.5500
1770121896.2013 0.589 0.009 0.3527 -2.5496
1770121896.2066 0.590 0.009 0.3539 -2.5498
1770121896.2120 0.590 0.010 0.3574 -2.5496
1770121896.2164 0.591 0.010 0.3585 -2.5495
1770121896.2218 0.591 0.010 0.3620 -2.5496
1770121896.2263 0.592 0.010 0.3631 -2.5497
1770121896.2317 0.592 0.010 0.3655 -2.5500
1770121896.2371 0.593 0.010 0.3678 -2.5497
1770121896.2415 0.593 0.011 0.3701 -2.5496
1770121896.2462 0.594 0.011 0.3724 -2.5497
1770121896.2526 0.594 0.011 0.3747 -2.5498
1770121896.2571 0.594 0.011 0.3770 -2.5499
1770121896.2621 0.595 0.011 0.3793 -2.5498
1770121896.2666 0.595 0.012 0.3816 -2.5499
1770121896.2715 0.596 0.012 0.3851 -2.5498
1770121896.2769 0.596 0.012 0.3863 -2.5497
1770121896.2815 0.597 0.012 0.3897 -2.5497
1770121896.2870 0.597 0.012 0.3932 -2.5499
1770121896.2916 0.597 0.012 0.3967 -2.5499
1770121896.2972 0.598 0.013 0.4001 -2.5498
1770121896.3015 0.598 0.013 0.4048 -2.5498
1770121896.3069 0.598 0.013 0.4082 -2.5496
1770121896.3113 0.599 0.013 0.4106 -2.5496
1770121896.3167 0.599 0.013 0.4129 -2.5497
1770121896.3212 0.600 0.013 0.4175 -2.5500
1770121896.3265 0.600 0.013 0.4198 -2.5499
1770121896.3319 0.600 0.014 0.4244 -2.5496
1770121896.3364 0.601 0.014 0.4267 -2.5497
1770121896.3418 0.601 0.014 0.4291 -2.5497
1770121896.3462 0.601 0.014 0.4325 -2.5499
1770121896.3516 0.602 0.014 0.4360 -2.5498
1770121896.3570 0.602 0.015 0.4383 -2.5498
1770121896.3615 0.603 0.015 0.4406 -2.5500
1770121896.3668 0.603 0.015 0.4418 -2.5498
1770121896.3713 0.604 0.015 0.4441 -2.5496
1770121896.3767 0.604 0.015 0.4452 -2.5496
1770121896.3822 0.605 0.016 0.4464 -2.5499
1770121896.3865 0.605 0.016 0.4476 -2.5498
1770121896.3920 0.606 0.016 0.4499 -2.5498
1770121896.3964 0.606 0.017 0.4510 -2.5498
1770121896.4018 0.607 0.017 0.4533 -2.5497
1770121896.4062 0.607 0.017 0.4545 -2.5498
1770121896.4116 0.608 0.017 0.4568 -2.5497
1770121896.4171 0.608 0.018 0.4591 -2.5499
1770121896.4215 0.609 0.018 0.4603 -2.5497
1770121896.4269 0.609 0.018 0.4638 -2.5498
1770121896.4313 0.610 0.018 0.4661 -2.5494
1770121896.4366 0.610 0.019 0.4684 -2.5495
1770121896.4421 0.611 0.019 0.4695 -2.5497
1770121896.4464 0.611 0.019 0.4707 -2.5497
1770121896.4521 0.612 0.019 0.4742 -2.5496
1770121896.4565 0.612 0.019 0.4753 -2.5494
1770121896.4619 0.613 0.020 0.4799 -2.5495
1770121896.4663 0.613 0.020 0.4823 -2.5495
1770121896.4719 0.614 0.020 0.4857 -2.5496
1770121896.4773 0.614 0.020 0.4880 -2.5496
1770121896.4818 0.614 0.020 0.4915 -2.5496
1770121896.4871 0.614 0.021 0.4927 -2.5496
1770121896.4917 0.615 0.021 0.4961 -2.5495
1770121896.4972 0.615 0.021 0.4984 -2.5496
1770121896.5017 0.616 0.021 0.5008 -2.5496
1770121896.5071 0.616 0.022 0.5031 -2.5497
1770121896.5116 0.617 0.022 0.5065 -2.5496
1770121896.5170 0.617 0.022 0.5077 -2.5496
1770121896.5214 0.618 0.022 0.5112 -2.5497
1770121896.5269 0.618 0.023 0.5135 -2.5497
1770121896.5314 0.619 0.023 0.5170 -2.5498
1770121896.5370 0.619 0.023 0.5181 -2.5498
1770121896.5414 0.619 0.023 0.5204 -2.5498
1770121896.5469 0.620 0.024 0.5227 -2.5498
1770121896.5516 0.620 0.024 0.5250 -2.5498
1770121896.5569 0.621 0.024 0.5274 -2.5498
1770121896.5615 0.621 0.024 0.5308 -2.5498
1770121896.5668 0.621 0.025 0.5320 -2.5499
1770121896.5723 0.622 0.025 0.5366 -2.5499
1770121896.5768 0.622 0.025 0.5389 -2.5499
1770121896.5821 0.623 0.025 0.5424 -2.5499
1770121896.5867 0.623 0.026 0.5436 -2.5499
1770121896.5922 0.624 0.026 0.5459 -2.5499
1770121896.5967 0.624 0.026 0.5482 -2.5499
1770121896.6021 0.625 0.026 0.5493 -2.5499
1770121896.6064 0.625 0.027 0.5528 -2.5499
1770121896.6120 0.625 0.027 0.5540 -2.5499
1770121896.6164 0.626 0.027 0.5563 -2.5499
1770121896.6220 0.626 0.028 0.5586 -2.5499
1770121896.6264 0.627 0.028 0.5609 -2.5499
1770121896.6319 0.627 0.028 0.5632 -2.5499
1770121896.6372 0.627 0.028 0.5655 -2.5499
1770121896.6418 0.628 0.029 0.5690 -2.5499
1770121896.6464 0.628 0.029 0.5713 -2.5499
1770121896.6519 0.629 0.029 0.5748 -2.5499
1770121896.6565 0.629 0.029 0.5771 -2.5499
1770121896.6619 0.630 0.030 0.5806 -2.5499
1770121896.6673 0.630 0.030 0.5817 -2.5499
1770121896.6718 0.630 0.030 0.5852 -2.5500
1770121896.6771 0.631 0.030 0.5863 -2.5499
1770121896.6816 0.631 0.031 0.5887 -2.5500
1770121896.6869 0.632 0.031 0.5910 -2.5500
1770121896.6915 0.632 0.031 0.5933 -2.5500
1770121896.6971 0.633 0.032 0.5956 -2.5500
1770121896.7014 0.633 0.032 0.5979 -2.5500
1770121896.7070 0.633 0.032 0.6002 -2.5500
1770121896.7114 0.634 0.033 0.6025 -2.5500
1770121896.7168 0.634 0.033 0.6048 -2.5500
1770121896.7223 0.635 0.033 0.6083 -2.5500
1770121896.7265 0.635 0.033 0.6106 -2.5501
1770121896.7321 0.635 0.033 0.6164 -2.5501
1770121896.7364 0.635 0.034 0.6187 -2.5500
1770121896.7419 0.636 0.034 0.6233 -2.5501
1770121896.7473 0.636 0.034 0.6245 -2.5501
1770121896.7518 0.637 0.034 0.6291 -2.5503
1770121896.7571 0.637 0.035 0.6314 -2.5501
1770121896.7615 0.637 0.035 0.6338 -2.5500
1770121896.7670 0.638 0.035 0.6384 -2.5501
1770121896.7725 0.638 0.035 0.6395 -2.5501
1770121896.7769 0.639 0.036 0.6430 -2.5501
1770121896.7823 0.639 0.036 0.6442 -2.5502
1770121896.7867 0.639 0.037 0.6465 -2.5501
1770121896.7923 0.640 0.037 0.6488 -2.5498
1770121896.7967 0.640 0.037 0.6499 -2.5497
1770121896.8023 0.641 0.037 0.6523 -2.5498
1770121896.8076 0.641 0.038 0.6546 -2.5501
1770121896.8121 0.641 0.038 0.6569 -2.5500
1770121896.8175 0.642 0.039 0.6580 -2.5500
1770121896.8219 0.642 0.039 0.6604 -2.5499
1770121896.8274 0.643 0.039 0.6638 -2.5499
1770121896.8317 0.643 0.039 0.6650 -2.5499
1770121896.8372 0.644 0.040 0.6684 -2.5500
1770121896.8426 0.644 0.040 0.6696 -2.5501
1770121896.8471 0.644 0.040 0.6731 -2.5501
1770121896.8524 0.645 0.041 0.6742 -2.5500
1770121896.8570 0.645 0.041 0.6777 -2.5500
1770121896.8626 0.646 0.041 0.6789 -2.5500
1770121896.8670 0.646 0.042 0.6812 -2.5501
1770121896.8725 0.646 0.042 0.6835 -2.5502
1770121896.8781 0.647 0.042 0.6858 -2.5503
1770121896.8826 0.647 0.043 0.6881 -2.5502
1770121896.8872 0.648 0.043 0.6904 -2.5500
1770121896.8926 0.648 0.043 0.6927 -2.5501
1770121896.8981 0.648 0.044 0.6950 -2.5501
1770121896.9025 0.649 0.044 0.6974 -2.5502
1770121896.9079 0.649 0.044 0.7020 -2.5501
1770121896.9123 0.649 0.044 0.7031 -2.5501
1770121896.9176 0.650 0.045 0.7066 -2.5501
1770121896.9222 0.650 0.045 0.7089 -2.5501
1770121896.9275 0.651 0.046 0.7112 -2.5502
1770121896.9330 0.651 0.046 0.7136 -2.5502
1770121896.9373 0.651 0.046 0.7170 -2.5503
1770121896.9427 0.652 0.046 0.7193 -2.5502
1770121896.9482 0.652 0.047 0.7216 -2.5502
1770121896.9527 0.652 0.047 0.7251 -2.5502
1770121896.9581 0.653 0.047 0.7263 -2.5502
1770121896.9624 0.653 0.048 0.7286 -2.5503
1770121896.9678 0.654 0.048 0.7309 -2.5502
1770121896.9723 0.654 0.048 0.7321 -2.5503
1770121896.9777 0.654 0.049 0.7355 -2.5502
1770121896.9831 0.655 0.049 0.7367 -2.5502
1770121896.9875 0.655 0.049 0.7413 -2.5503
1770121896.9930 0.655 0.050 0.7436 -2.5503
1770121896.9973 0.656 0.050 0.7471 -2.5503
1770121897.0028 0.656 0.050 0.7494 -2.5503
1770121897.0072 0.656 0.051 0.7517 -2.5504
1770121897.0126 0.657 0.051 0.7540 -2.5503
1770121897.0181 0.657 0.051 0.7563 -2.5504
1770121897.0224 0.657 0.052 0.7575 -2.5504
1770121897.0278 0.658 0.052 0.7610 -2.5504
1770121897.0323 0.658 0.052 0.7621 -2.5504
1770121897.0376 0.659 0.053 0.7656 -2.5504
1770121897.0423 0.659 0.053 0.7667 -2.5505
1770121897.0477 0.659 0.054 0.7679 -2.5504
1770121897.0523 0.660 0.054 0.7702 -2.5504
1770121897.0577 0.660 0.054 0.7725 -2.5504
1770121897.0631 0.660 0.055 0.7760 -2.5504
1770121897.0676 0.661 0.055 0.7795 -2.5504
1770121897.0732 0.661 0.055 0.7806 -2.5504
1770121897.0776 0.661 0.056 0.7853 -2.5505
1770121897.0830 0.662 0.056 0.7876 -2.5504
1770121897.0873 0.662 0.056 0.7910 -2.5503
1770121897.0928 0.662 0.056 0.7922 -2.5503
1770121897.0982 0.663 0.057 0.7957 -2.5505
1770121897.1027 0.663 0.057 0.7968 -2.5505
1770121897.1081 0.664 0.058 0.8003 -2.5505
1770121897.1125 0.664 0.058 0.8014 -2.5504
1770121897.1179 0.664 0.058 0.8038 -2.5504
1770121897.1223 0.665 0.059 0.8061 -2.5504
1770121897.1277 0.665 0.059 0.8072 -2.5505
1770121897.1331 0.665 0.060 0.8095 -2.5505
1770121897.1375 0.666 0.060 0.8119 -2.5505
1770121897.1429 0.666 0.060 0.8142 -2.5504
1770121897.1473 0.666 0.061 0.8188 -2.5504
1770121897.1528 0.666 0.061 0.8211 -2.5504
1770199270.4617 0.667 0.061 0.8257 -2.5505
1770199270.4663 0.667 0.061 0.8280 -2.5505
1770199270.4717 0.667 0.062 0.8327 -2.5505
1770199270.4761 0.667 0.062 0.8361 -2.5503
1770199270.4819 0.668 0.062 0.8384 -2.5504
1770199270.4862 0.668 0.063 0.8419 -2.5505
1770199270.4983 0.668 0.063 0.8454 -2.5506
1770199270.4985 0.669 0.063 0.8477 -2.5505
1770199270.5019 0.669 0.063 0.8523 -2.5504
1770199270.5062 0.669 0.064 0.8546 -2.5505
1770199270.5116 0.669 0.064 0.8593 -2.5505
1770199270.5161 0.670 0.064 0.8604 -2.5505
1770199270.5216 0.670 0.065 0.8639 -2.5506
1770199270.5261 0.670 0.065 0.8674 -2.5506
1770199270.5315 0.671 0.065 0.8697 -2.5506
1770199270.5361 0.671 0.066 0.8720 -2.5506
1770199270.5414 0.671 0.066 0.8731 -2.5505
1770199270.5470 0.672 0.067 0.8755 -2.5505
